"","�..OID_","sit_d","trns_","date","crw_n","year","pnt_n","crd_q","wtr__","bttm_","sbst_","org__","unvg_","ttl__","stn__","dtrt_","varbl","Hyd__","Phrgmts_st","Phrgmts__1","Typh_n","Typh_g","Typh_l","Typ__","typh_","st_nm","conty","crw_c","obsrv","qa_dn","qr_fl","berng","wdth_md","wdth_mr","wdth_s","cmmnt","NEAR_FID","NEAR_DIST","MeanFetch","SD_Fetch","MeanREI","SD_REI","UTM_X","UTM_Y","EFB_cover","typ_cover","hyd_bin","folds"
"2441",2440,548,1,"7/6/2016","CMU",2016,9,"Excellent",20,"V","Sand",6,30,70,2,80,"percent_cover",0,0,15,0,0,0,0,0,"Crooked Island Wetland","Alpena","W. vanWijnen","T. Grossmann",1,0,249,46,218,26,"T2: 100 sq meters of phrag to side of transect, submergent perpendicular, too deep to walk., T3: Submergent perpendicular.",301,10153.8377,916.3604736,53.0407982,5132.379883,291.3259888,791368.2286,4996755.068,0,0,0,4
"2442",2441,548,2,"7/27/2021","CMU",2021,5,"Confirmed",8,"V","Sand",9,32,68,1,100,"percent_cover",0,0,0,0,0,3,0,3,"Crooked Island Wetland","Alpena","M. Sand","K. Town",1,0,315,112,242,0,"Transect 1: Sampling point 5- standing dead is large Juniperus communis overhanging the quadrat; not technically in the square., Transect 2: No submergent zone, Transect 3: No submergent zone; only sparse Chara.",301,10374.21212,4094.635742,1245.640015,23421.59961,9875.889648,791572.682,4996915.941,0,0.03,0,4
"2443",2442,548,2,"7/6/2016","CMU",2016,9,"Excellent",79,"V","Cly/Slt",5,65,35,0.5,85,"percent_cover",0,0,4,0,0,0,0,0,"Crooked Island Wetland","Alpena","W. vanWijnen","T. Grossmann",1,0,333,120,226,20,"T2: 100 sq meters of phrag to side of transect, submergent perpendicular, too deep to walk., T3: Submergent perpendicular.",301,10348.76355,4943.456543,1458.27002,28127.19922,11613.40039,791526.3089,4997084.361,0,0,0,4
"2444",2443,549,1,"7/25/2017","CMU",2017,2,"Excellent",42,"V","Pb/Cb/Bld",2,89,11,20,30,"percent_cover",0,0,7,0,0,0,0,0,"El Cajun Beach Wetland #1","Alpena","A. Kneisel","J. Micheaux",1,0,40,111,5,65,"T.1. Emergent narrow sampled, T.2. Emergent narrow sampled, T.3. Emergent narrow sampled",301,10411.21342,23995.64063,2309.27002,123783,18125.40039,790575.5354,5000396.954,0,0,0,4
"2445",2444,549,1,"7/9/2012","CMU",2012,1,"Excellent",0,"Dry","Pb/Cb/Bld",0,84,16,3,1,"percent_cover",0,3,0,0,0,0,0,0,"El Cajun Beach Wetland #1","Alpena","C. Webster, C. Gurholt","C. Webster, C. Gurholt",1,0,39,136,0,50,"T1: no emergent zone; place 5 quadrats perpendicular to transect to document emergent; sand barrier present separating 2 possible meadow zones, we sampled closest to the lake. T2: outlet present; no emergent, placed 5 quadrats perpendicular to transect t",301,10416.03085,23995.64063,2309.27002,123783,18125.40039,790577.6367,5000403.523,0,0,0,4
"2446",2445,549,3,"7/9/2012","CMU",2012,4,"Excellent",0,"Dry","Pb/Cb/Bld",0,92,8,3,70,"percent_cover",0,0,0,2,0,0,0,2,"El Cajun Beach Wetland #1","Alpena","C. Webster, C. Gurholt","C. Webster, C. Gurholt",1,0,50,55,0,50,"T1: no emergent zone; place 5 quadrats perpendicular to transect to document emergent; sand barrier present separating 2 possible meadow zones, we sampled closest to the lake. T2: outlet present; no emergent, placed 5 quadrats perpendicular to transect t",301,10477.61942,28190.06836,2064.419922,143921,17646.19922,790536.643,5000618.189,0,0.02,0,4
"2447",2446,554,3,"7/5/2016","CMU",2016,8,"Excellent",42,"V","Pb/Cb/Bld",1,63,37,40,3,"percent_cover",0,1,0,0,0,0,0,0,"Grass Creek Wetland","Alpena","W. vanWijnen, E. Fraley","T. Grossmann, O. Soumis",1,0,54,38,87,25,"T3: Algae cover on rocks is just benthic cover",126,9723.579784,34608.79688,1739.589966,173934,15107.5,789888.0807,5003663.42,0,0,0,2
"2448",2447,555,2,"7/14/2011","OSU",2011,8,"Excellent",0,"Dry","Pb/Cb/Bld",5,87.5,12.5,4,10,"percent_cover",0,0,0,0,3,0,0,3,"South Nine Mile Point Wetland","Alpena","T. Lemein","C. Webster",1,0,148,45,17,34,"Transect 2: Break between emergent and meadow zone was gradual. In this case it was based on hydrology and species composition., Transect 3: There is no meadow zone. Emergent zone ends at a 3 m tall vertical dune/berm. The dune/berm appears to be natural",126,8464.542723,29148.4082,4501.620117,142465,23231,789332.7309,5004823.867,0,0.03,0,2
"2449",2448,567,2,"7/15/2013","OSU",2013,2,"Excellent",3,"V","Pb/Cb/Bld",20,0,100,7,99,"percent_cover",0,0,0,0,0,1,0,1,"Albany Bay Wetland","Presque Isle","S. Fraser","I. St Charles",1,0,69,33,148,25,"T1: starting point moved forward to second tree line; Sarracenia purpurea and Eleocharis species dominant in that zone; submergent vegetation continues till approx. island; possibly 500 meters. T2: Typha zone in meadow; split between emergent and meadow",198,1769.979217,12146.4375,1777.069946,62323.5,11896.59961,777074.6296,5024777.332,0,0.01,0,2
"2450",2449,567,2,"7/15/2013","OSU",2013,3,"Excellent",0.5,"V","Pb/Cb/Bld",30,0,100,40,15,"percent_cover",0,0,0,0,0,30,0,30,"Albany Bay Wetland","Presque Isle","S. Fraser","I. St Charles",1,0,69,33,148,25,"T1: starting point moved forward to second tree line; Sarracenia purpurea and Eleocharis species dominant in that zone; submergent vegetation continues till approx. island; possibly 500 meters. T2: Typha zone in meadow; split between emergent and meadow",198,1771.38541,12146.4375,1777.069946,62323.5,11896.59961,777076.3047,5024776.738,0,0.3,0,2
"2451",2450,567,2,"7/15/2013","OSU",2013,4,"Excellent",0,"Dry","Pb/Cb/Bld",31,0,100,70,20,"percent_cover",0,0,0,0,0,40,0,40,"Albany Bay Wetland","Presque Isle","S. Fraser","I. St Charles",1,0,69,33,148,25,"T1: starting point moved forward to second tree line; Sarracenia purpurea and Eleocharis species dominant in that zone; submergent vegetation continues till approx. island; possibly 500 meters. T2: Typha zone in meadow; split between emergent and meadow",198,1773.49973,12146.4375,1777.069946,62323.5,11896.59961,777081.2225,5024777.399,0,0.4,0,2
"2452",2451,567,2,"7/15/2013","OSU",2013,5,"Excellent",0,"Dry","Pb/Cb/Bld",28,0,100,50,85,"percent_cover",0,0,0,0,0,18,0,18,"Albany Bay Wetland","Presque Isle","S. Fraser","I. St Charles",1,0,69,33,148,25,"T1: starting point moved forward to second tree line; Sarracenia purpurea and Eleocharis species dominant in that zone; submergent vegetation continues till approx. island; possibly 500 meters. T2: Typha zone in meadow; split between emergent and meadow",198,1773.902862,12146.4375,1777.069946,62323.5,11896.59961,777085.1365,5024779.464,0,0.18,0,2
"2453",2452,567,2,"7/26/2018","CMU",2018,2,"Excellent",0,"Dry","Pb/Cb/Bld",7,30,70,5,100,"percent_cover",0,0,0,2,0,0,0,2,"Albany Bay Wetland","Presque Isle","J. Micheaux, A. Kneisel","M. Kendziorski, T. Bourassa",1,0,250,30,63,0,"Transect 1: There was no submergent zone to sample, since the bottom was rocky with no SAV., Transect 2: There was no submergent zone to sample, since the bottom was rocky with no SAV., Transect 3: There was no emergent zone to sample.",198,1791.221991,12146.4375,1777.069946,62323.5,11896.59961,777076.6242,5024753.378,0,0.02,0,2
"2454",2453,567,2,"7/26/2018","CMU",2018,4,"Excellent",0,"Dry","Pb/Cb/Bld",22,30,70,2,100,"percent_cover",0,0,0,1,0,0,0,1,"Albany Bay Wetland","Presque Isle","J. Micheaux, A. Kneisel","M. Kendziorski, T. Bourassa",1,0,250,30,63,0,"Transect 1: There was no submergent zone to sample, since the bottom was rocky with no SAV., Transect 2: There was no submergent zone to sample, since the bottom was rocky with no SAV., Transect 3: There was no emergent zone to sample.",198,1789.786264,12146.4375,1777.069946,62323.5,11896.59961,777084.4183,5024760.065,0,0.01,0,2
"2455",2454,567,2,"7/26/2018","CMU",2018,5,"Excellent",0,"Dry","Pb/Cb/Bld",25,40,60,9,100,"percent_cover",0,0,0,2,0,0,0,2,"Albany Bay Wetland","Presque Isle","J. Micheaux, A. Kneisel","M. Kendziorski, T. Bourassa",1,0,250,30,63,0,"Transect 1: There was no submergent zone to sample, since the bottom was rocky with no SAV., Transect 2: There was no submergent zone to sample, since the bottom was rocky with no SAV., Transect 3: There was no emergent zone to sample.",198,1792.301558,12146.4375,1777.069946,62323.5,11896.59961,777089.5859,5024760.403,0,0.02,0,2
"2456",2455,573,2,"7/16/2013","CMU",2013,2,"Excellent",0,"Dry","Sand",15,55,45,15,100,"percent_cover",0,0,6,0,0,0,0,0,"West Thompsons Harbor Wetland","Presque Isle","E. Tuttle","C. Erickson",1,0,40,127,20,25,"T3: emergent interrupted by 40 meters submergent and 50 meters meadow; plots 1-4 have sand/bedrock for substrate.",193,7325.469873,93.84850311,9.7711601,510.7609863,79.8685989,767456.3415,5027409.527,0,0,0,3
"2457",2456,573,2,"7/25/2018","CMU",2018,4,"Excellent",40,"V","Sand",30,25,75,20,100,"percent_cover",0,0,0,0,60,0,0,60,"West Thompsons Harbor Wetland","Presque Isle","J. Micheaux","T. Bourassa",1,0,20,146,33,0,"Transect 1: Almost no wet meadow present, mostly rocky dry shore. Narrow sampling procedure used in emergent zone. No submergent plants present at transect, likely too wave swept. GPS points not entirely accurate, interference from tree line. Transect 2:",193,7323.305322,96.82225037,5.2413602,518.4619751,56.2827988,767467.8924,5027468.335,0,0.6,0,3
"2458",2457,573,3,"7/16/2013","CMU",2013,8,"Excellent",0,"Dry","Sand",25,0,100,20,75,"percent_cover",0,0,0,10,18,2,0,30,"West Thompsons Harbor Wetland","Presque Isle","E. Tuttle","C. Erickson",1,0,258,95,200,25,"T3: emergent interrupted by 40 meters submergent and 50 meters meadow; plots 1-4 have sand/bedrock for substrate.",193,7184.771749,2151.352539,799.6110229,12984.59961,5416.649902,767605.6145,5027451.701,0,0.3,0,3
"2459",2458,590,1,"6/18/2014","CMU",2014,4,"Excellent",0.5,"V","Sand",4,55,45,1,95,"percent_cover",0,0,0,0,0.5,0,0,0.5,"Cheboygan Area Wetland #2","Cheboygan","D. Albert, E. Tuttle","A. Baier, J. Pillette, et al.",1,0,356,10.5,135,25,"Transect 1: At (14) old schoenoplectus acutus rhizomes.  , Transect 2: Phrag inv. at edge submergent/emergent zone (1/2 acre, m density). missed lots solanum emergent zone. No wet meadow, emergent ends at berm/upland (w/Euphorbia esula). Organic..not an",260,301.377033,1120.686035,340.6820068,6222.839844,2371.709961,697083.7712,5058999.9,0,0.005,0,4
"2460",2459,590,1,"6/18/2014","CMU",2014,5,"Excellent",0.5,"V","Sand",1,65,35,1,95,"percent_cover",0,0,0,0,1,0,0,1,"Cheboygan Area Wetland #2","Cheboygan","D. Albert, E. Tuttle","A. Baier, J. Pillette, et al.",1,0,356,10.5,135,25,"Transect 1: At (14) old schoenoplectus acutus rhizomes.  , Transect 2: Phrag inv. at edge submergent/emergent zone (1/2 acre, m density). missed lots solanum emergent zone. No wet meadow, emergent ends at berm/upland (w/Euphorbia esula). Organic..not an",260,300.6738635,1120.686035,340.6820068,6222.839844,2371.709961,697084.1039,5058999.243,0,0.01,0,4
"2461",2460,590,1,"6/18/2014","CMU",2014,6,"Excellent",31,"V","Cly/Slt",3,57,43,3,85,"percent_cover",0,0,0,0,5,0,0,5,"Cheboygan Area Wetland #2","Cheboygan","D. Albert, E. Tuttle","A. Baier, J. Pillette, et al.",1,0,356,10.5,135,25,"Transect 1: At (14) old schoenoplectus acutus rhizomes.  , Transect 2: Phrag inv. at edge submergent/emergent zone (1/2 acre, m density). missed lots solanum emergent zone. No wet meadow, emergent ends at berm/upland (w/Euphorbia esula). Organic..not an",260,317.2902905,1120.686035,340.6820068,6222.839844,2371.709961,697079.6932,5059017.898,0,0.05,0,4
"2462",2461,590,1,"6/18/2014","CMU",2014,7,"Excellent",36,"V","Cly/Slt",3,88.5,11.5,2,2,"percent_cover",0,0,0,4,0,0,0,4,"Cheboygan Area Wetland #2","Cheboygan","D. Albert, E. Tuttle","A. Baier, J. Pillette, et al.",1,0,356,10.5,135,25,"Transect 1: At (14) old schoenoplectus acutus rhizomes.  , Transect 2: Phrag inv. at edge submergent/emergent zone (1/2 acre, m density). missed lots solanum emergent zone. No wet meadow, emergent ends at berm/upland (w/Euphorbia esula). Organic..not an",260,336.5510832,1120.686035,340.6820068,6222.839844,2371.709961,697077.4652,5059041.515,0,0.04,0,4
"2463",2462,590,1,"6/22/2013","CMU",2013,1,"Excellent",0,"Dry","Sand",5,5,45,15,85,"percent_cover",0,0,0,0,3,0,0,3,"Cheboygan Area Wetland #2","Cheboygan","E. Tuttle","C. Erickson",1,0,356,10,125,25,"T2: transect moved by in-field decision to tree line and dune. T1: no change in species after 25 meters of submergent; meadow <11 m wide, transect laid parallel 25 m long; start photo taken down meadow transect.",260,301.4115249,1120.686035,340.6820068,6222.839844,2371.709961,697075.833,5058991.976,0,0.03,0,4
"2464",2463,590,1,"6/22/2013","CMU",2013,2,"Excellent",0,"Dry","Sand",11,0,25,5,100,"percent_cover",0,0,0,0.5,1,0,0,1.5,"Cheboygan Area Wetland #2","Cheboygan","E. Tuttle","C. Erickson",1,0,356,10,125,25,"T2: transect moved by in-field decision to tree line and dune. T1: no change in species after 25 meters of submergent; meadow <11 m wide, transect laid parallel 25 m long; start photo taken down meadow transect.",260,302.4003932,1120.686035,340.6820068,6222.839844,2371.709961,697078.4334,5058996.061,0,0.015,0,4
"2465",2464,590,1,"6/22/2013","CMU",2013,3,"Excellent",0,"Dry","Sand",9,5,35,12,85,"percent_cover",0,0,0,1,0,0,0,1,"Cheboygan Area Wetland #2","Cheboygan","E. Tuttle","C. Erickson",1,0,356,10,125,25,"T2: transect moved by in-field decision to tree line and dune. T1: no change in species after 25 meters of submergent; meadow <11 m wide, transect laid parallel 25 m long; start photo taken down meadow transect.",260,301.5556483,1120.686035,340.6820068,6222.839844,2371.709961,697082.326,5058998.742,0,0.01,0,4
"2466",2465,590,1,"6/22/2013","CMU",2013,4,"Excellent",0,"Dry","Sand",15,4,35,5,100,"percent_cover",0,0,0,0.5,0.5,0,0,1,"Cheboygan Area Wetland #2","Cheboygan","E. Tuttle","C. Erickson",1,0,356,10,125,25,"T2: transect moved by in-field decision to tree line and dune. T1: no change in species after 25 meters of submergent; meadow <11 m wide, transect laid parallel 25 m long; start photo taken down meadow transect.",260,302.7656869,1120.686035,340.6820068,6222.839844,2371.709961,697084.0905,5059002.134,0,0.01,0,4
"2467",2466,590,1,"6/22/2013","CMU",2013,5,"Excellent",0,"Dry","Sand",0,2,20,7,100,"percent_cover",0,0,0,0,3,0,0,3,"Cheboygan Area Wetland #2","Cheboygan","E. Tuttle","C. Erickson",1,0,356,10,125,25,"T2: transect moved by in-field decision to tree line and dune. T1: no change in species after 25 meters of submergent; meadow <11 m wide, transect laid parallel 25 m long; start photo taken down meadow transect.",260,303.5709189,1120.686035,340.6820068,6222.839844,2371.709961,697086.7829,5059005.778,0,0.03,0,4
"2468",2467,590,1,"6/22/2013","CMU",2013,6,"Excellent",4,"V","Sand",2,12,45,10,20,"percent_cover",0,0,0,7,0,0,0,7,"Cheboygan Area Wetland #2","Cheboygan","E. Tuttle","C. Erickson",1,0,356,10,125,25,"T2: transect moved by in-field decision to tree line and dune. T1: no change in species after 25 meters of submergent; meadow <11 m wide, transect laid parallel 25 m long; start photo taken down meadow transect.",260,322.3747173,1120.686035,340.6820068,6222.839844,2371.709961,697079.6349,5059024.68,0,0.07,0,4
"2469",2468,590,1,"6/24/2011","CMU",2011,1,"Very Good",0,"Dry","Cly/Slt",5,28,72,5,80,"percent_cover",0,0,0,0,1,0,0,1,"Cheboygan Area Wetland #2","Cheboygan","D. Albert","T. Lemein, C. Webster, A. Ferguson, S. Fraser",1,0,350,6,126,60,"Transect 1: Meadow quadrats perpendicular to bearing; ""Liverwort Marchanthia"" occurs at 4% at sample point 5 - entered as ""Riccia sp."", Transect 2: In quadrat 1 there was a trail and log within the quadrat; There are repeating zones so that from subm",260,384.9596516,0,0,0,0,696958.4346,5058973.143,0,0.01,0,4
"2470",2469,590,1,"6/24/2011","CMU",2011,2,"Very Good",0,"Dry","Cly/Slt",7,35,65,7,75,"percent_cover",0,0,0,0,1,0,0,1,"Cheboygan Area Wetland #2","Cheboygan","D. Albert","T. Lemein, C. Webster, A. Ferguson, S. Fraser",1,0,350,6,126,60,"Transect 1: Meadow quadrats perpendicular to bearing; ""Liverwort Marchanthia"" occurs at 4% at sample point 5 - entered as ""Riccia sp."", Transect 2: In quadrat 1 there was a trail and log within the quadrat; There are repeating zones so that from subm",260,302.1749725,1120.686035,340.6820068,6222.839844,2371.709961,697089.0387,5059005.96,0,0.01,0,4
"2471",2470,590,1,"6/24/2011","CMU",2011,3,"Very Good",0,"Dry","Cly/Slt",3,35.5,64.5,3,80,"percent_cover",0,0,0,0,1,0,0,1,"Cheboygan Area Wetland #2","Cheboygan","D. Albert","T. Lemein, C. Webster, A. Ferguson, S. Fraser",1,0,350,6,126,60,"Transect 1: Meadow quadrats perpendicular to bearing; ""Liverwort Marchanthia"" occurs at 4% at sample point 5 - entered as ""Riccia sp."", Transect 2: In quadrat 1 there was a trail and log within the quadrat; There are repeating zones so that from subm",260,299.0306171,1120.686035,340.6820068,6222.839844,2371.709961,697087.8828,5059000.586,0,0.01,0,4
"2472",2471,590,1,"6/24/2011","CMU",2011,4,"Very Good",0,"Dry","Cly/Slt",5,26,74,2,70,"percent_cover",0,0,0,0,1,0,0,1,"Cheboygan Area Wetland #2","Cheboygan","D. Albert","T. Lemein, C. Webster, A. Ferguson, S. Fraser",1,0,350,6,126,60,"Transect 1: Meadow quadrats perpendicular to bearing; ""Liverwort Marchanthia"" occurs at 4% at sample point 5 - entered as ""Riccia sp."", Transect 2: In quadrat 1 there was a trail and log within the quadrat; There are repeating zones so that from subm",260,299.7245867,1120.686035,340.6820068,6222.839844,2371.709961,697083.388,5058997.219,0,0.01,0,4
"2473",2472,590,1,"6/24/2011","CMU",2011,5,"Very Good",0,"Dry","Cly/Slt",2,35.5,64.5,2,60,"percent_cover",0,0,0,0,0.5,0,0,0.5,"Cheboygan Area Wetland #2","Cheboygan","D. Albert","T. Lemein, C. Webster, A. Ferguson, S. Fraser",1,0,350,6,126,60,"Transect 1: Meadow quadrats perpendicular to bearing; ""Liverwort Marchanthia"" occurs at 4% at sample point 5 - entered as ""Riccia sp."", Transect 2: In quadrat 1 there was a trail and log within the quadrat; There are repeating zones so that from subm",260,296.7134476,1120.686035,340.6820068,6222.839844,2371.709961,697083.5179,5058993.108,0,0.005,0,4
"2474",2473,590,1,"6/24/2011","CMU",2011,6,"Very Good",23,"V","Cly/Slt",2,90,10,1,75,"percent_cover",0,0,0,0,2,0,0,2,"Cheboygan Area Wetland #2","Cheboygan","D. Albert","T. Lemein, C. Webster, A. Ferguson, S. Fraser",1,0,350,6,126,60,"Transect 1: Meadow quadrats perpendicular to bearing; ""Liverwort Marchanthia"" occurs at 4% at sample point 5 - entered as ""Riccia sp."", Transect 2: In quadrat 1 there was a trail and log within the quadrat; There are repeating zones so that from subm",260,458.9241185,8368.001953,2028.77002,47666.30078,13539.2998,697069.4559,5059183.943,0,0.02,0,4
"2475",2474,590,1,"7/18/2021","CMU",2021,6,"Confirmed",53,"NV","Sand",10,68,32,50,100,"percent_cover",0,0,0,25,0,0,0,25,"Cheboygan Area Wetland #2","Cheboygan","O. Anderson","J. Kennedy",1,0,350,0,264,30,"T.1: Emergent zone has some floating Typha mats and Hydrocharis morsus-ranae. Submergent zone very lacking., T.2: Emergent zone mostly floating mat.  Submergent zone very lacking, T.3: Hydrocharis morsus-ranae in meadow. Emergent has patchy Typha and Sch",260,255.8644603,0,0,0,0,697102.5412,5058953.785,0,0.25,0,4
"2476",2475,590,1,"7/18/2021","CMU",2021,7,"Confirmed",36,"V","Sand",7,73,27,0.5,100,"percent_cover",0,0,0,27,0,0,0,27,"Cheboygan Area Wetland #2","Cheboygan","O. Anderson","J. Kennedy",1,0,350,0,264,30,"T.1: Emergent zone has some floating Typha mats and Hydrocharis morsus-ranae. Submergent zone very lacking., T.2: Emergent zone mostly floating mat.  Submergent zone very lacking, T.3: Hydrocharis morsus-ranae in meadow. Emergent has patchy Typha and Sch",260,295.3953005,1120.686035,340.6820068,6222.839844,2371.709961,697086.1457,5058993.858,0,0.27,0,4
"2477",2476,590,1,"7/18/2021","CMU",2021,8,"Confirmed",94,"V","Sand",30,94,6,0.5,100,"percent_cover",0,0,0,4,0,0,0,4,"Cheboygan Area Wetland #2","Cheboygan","O. Anderson","J. Kennedy",1,0,350,0,264,30,"T.1: Emergent zone has some floating Typha mats and Hydrocharis morsus-ranae. Submergent zone very lacking., T.2: Emergent zone mostly floating mat.  Submergent zone very lacking, T.3: Hydrocharis morsus-ranae in meadow. Emergent has patchy Typha and Sch",260,334.1591801,1120.686035,340.6820068,6222.839844,2371.709961,697071.4888,5059033.208,0,0.04,0,4
"2478",2477,590,1,"7/6/2016","CMU",2016,6,"Excellent",80,"V","Sand",45,88.5,11.5,0.5,50,"percent_cover",0,0,0,0,10,0,0,10,"Cheboygan Area Wetland #2","Cheboygan","E. Fraley","O. Soumis",1,0,0,25,139,25,"T1: Meadow parallel protocol. Doing typha glauca removal at transects 1 and 2., T2: No meadow Typha glauca goes all the way to tree line., T3: Meadow parallel protocol.",260,313.3468918,1120.686035,340.6820068,6222.839844,2371.709961,697086.0746,5059018.322,0,0.1,0,4
